                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.39029,                0.39649,                0.90404,                0.90939,                0.87124,                0.93733,                0.86401,                 0.3396,                0.46405,                0.85266,             0.00051587,             0.00051587,             0.00051587
                     74,                  0.385,                0.35897,                0.90197,                0.90631,                0.85952,                0.93114,                0.86845,                0.34035,                0.46938,                0.84891,             0.00050301,             0.00050301,             0.00050301
                     75,                0.41519,                 0.4214,                0.92564,                0.91576,                0.84436,                0.94435,                0.87746,                0.36166,                0.47748,                0.85413,             0.00049015,             0.00049015,             0.00049015
                     76,                0.36416,                 0.3497,                0.89786,                0.96789,                0.88509,                0.96954,                0.90084,                0.35344,                0.40304,                0.84874,             0.00047729,             0.00047729,             0.00047729
                     77,                0.37369,                0.36798,                0.89813,                0.97434,                 0.8896,                0.96794,                0.91224,                0.34738,                0.39286,                0.84605,             0.00046443,             0.00046443,             0.00046443
                     78,                0.39036,                0.38206,                 0.8976,                0.97316,                0.92535,                0.96954,                0.91227,                0.33735,                0.41186,                 0.8492,             0.00045156,             0.00045156,             0.00045156
                     79,                0.37037,                0.33769,                0.87773,                 0.9571,                 0.9418,                0.97367,                0.91565,                0.32463,                0.39162,                0.84332,              0.0004387,              0.0004387,              0.0004387
                     80,                0.38394,                0.38625,                0.93649,                0.96082,                0.94085,                0.97604,                0.91994,                0.32933,                0.38048,                0.84387,             0.00042584,             0.00042584,             0.00042584
                     81,                0.36649,                0.36344,                0.91125,                   0.97,                0.94386,                0.97691,                0.91184,                0.33579,                0.35497,                0.84928,             0.00041298,             0.00041298,             0.00041298
                     82,                0.33361,                0.33411,                0.88324,                 0.9673,                0.94319,                0.97982,                0.89598,                0.33849,                0.33959,                0.85121,             0.00040012,             0.00040012,             0.00040012
                     83,                0.39301,                0.37477,                0.92699,                0.96063,                0.94083,                0.98158,                 0.9022,                0.32847,                0.33806,                0.84622,             0.00038726,             0.00038726,             0.00038726
                     84,                0.36419,                0.35801,                0.90668,                0.96348,                0.93661,                0.98339,                0.91532,                0.31042,                 0.3456,                0.84401,              0.0003744,              0.0003744,              0.0003744
                     85,                0.36033,                0.35538,                0.88397,                0.90356,                 0.9846,                0.97888,                0.92321,                0.30001,                0.34584,                 0.8425,             0.00036154,             0.00036154,             0.00036154
                     86,                0.33828,                0.35875,                0.87937,                0.94342,                0.92686,                 0.9757,                0.92483,                0.29897,                0.35189,                0.84254,             0.00034868,             0.00034868,             0.00034868
                     87,                0.36358,                0.36807,                0.90687,                0.94244,                0.92732,                0.96852,                 0.9186,                0.30818,                0.35536,                0.84482,             0.00033581,             0.00033581,             0.00033581
                     88,                0.36318,                0.34534,                0.90685,                0.94447,                0.92758,                0.96791,                0.91582,                0.31262,                0.34656,                0.84657,             0.00032295,             0.00032295,             0.00032295
                     89,                0.33606,                0.30403,                0.87673,                0.94191,                0.92976,                0.96687,                0.91167,                0.30532,                0.35039,                0.84644,             0.00031009,             0.00031009,             0.00031009
                     90,                0.32886,                0.31876,                 0.8789,                0.94143,                0.93659,                0.96655,                0.91895,                0.29367,                0.34614,                0.83912,             0.00029723,             0.00029723,             0.00029723
                     91,                0.36827,                 0.3336,                0.91577,                0.94422,                0.93205,                 0.9674,                0.92305,                0.30167,                0.34464,                 0.8346,             0.00028437,             0.00028437,             0.00028437
                     92,                0.37192,                0.34166,                0.90346,                0.94584,                0.92328,                0.96815,                  0.931,                0.31286,                0.34594,                0.83808,             0.00027151,             0.00027151,             0.00027151
                     93,                0.34236,                0.32581,                0.88854,                0.93672,                0.94592,                0.97114,                0.91498,                0.32424,                   0.35,                0.84708,             0.00025865,             0.00025865,             0.00025865
                     94,                0.33919,                 0.3046,                0.88756,                0.94309,                0.94498,                0.97193,                0.92318,                0.32693,                0.34614,                0.84541,             0.00024579,             0.00024579,             0.00024579
                     95,                0.34008,                0.32107,                0.89186,                0.94562,                0.93587,                0.96871,                0.91821,                0.32365,                 0.3452,                0.84251,             0.00023293,             0.00023293,             0.00023293
                     96,                0.32142,                 0.3002,                0.88181,                0.88752,                0.93685,                0.96214,                0.91353,                0.32168,                 0.3487,                0.84093,             0.00022007,             0.00022007,             0.00022007
                     97,                0.34029,                 0.3099,                0.91705,                0.89184,                0.93211,                0.96214,                0.90028,                0.33123,                0.35622,                0.84328,              0.0002072,              0.0002072,              0.0002072
                     98,                0.33041,                0.32966,                 0.8839,                0.89092,                 0.9298,                0.96101,                0.89586,                0.33282,                0.35345,                0.84421,             0.00019434,             0.00019434,             0.00019434
                     99,                0.31823,                0.29319,                0.88633,                0.93468,                0.88512,                0.96032,                0.89098,                0.32555,                0.34923,                0.84508,             0.00018148,             0.00018148,             0.00018148
                    100,                 0.3257,                0.28337,                0.87618,                0.94008,                0.88421,                0.96152,                0.89177,                0.32416,                0.35387,                0.84662,             0.00016862,             0.00016862,             0.00016862
                    101,                0.29165,                0.30885,                0.83622,                0.95878,                0.88512,                0.96145,                0.89136,                0.32813,                0.35328,                0.84741,             0.00015576,             0.00015576,             0.00015576
                    102,                0.26943,                0.29953,                 0.8239,                 0.9218,                 0.8893,                0.95762,                0.88187,                 0.3451,                0.36205,                0.85462,              0.0001429,              0.0001429,              0.0001429
                    103,                0.31374,                0.31835,                0.87899,                0.92661,                0.89914,                0.95822,                0.88268,                0.35524,                0.36453,                0.85796,             0.00013004,             0.00013004,             0.00013004
                    104,                0.26896,                0.27386,                0.83461,                0.93641,                0.89961,                0.96122,                0.88327,                0.35366,                0.36062,                0.85685,             0.00011718,             0.00011718,             0.00011718
                    105,                0.27228,                0.24345,                  0.839,                0.94353,                 0.8994,                0.95875,                0.88581,                0.34345,                0.36332,                0.85401,             0.00010432,             0.00010432,             0.00010432
                    106,                0.25239,                  0.239,                0.82855,                0.92308,                 0.8994,                0.95703,                0.90093,                0.32748,                 0.3659,                0.84694,             9.1456e-05,             9.1456e-05,             9.1456e-05
                    107,                0.27512,                0.27699,                0.83639,                0.95997,                0.89837,                 0.9611,                0.90681,                0.32094,                 0.3592,                0.84323,             7.8595e-05,             7.8595e-05,             7.8595e-05
                    108,                0.26879,                0.24698,                0.83008,                0.92228,                0.90052,                0.96356,                0.90125,                0.31582,                0.35757,                0.84157,             6.5734e-05,             6.5734e-05,             6.5734e-05
                    109,                0.26582,                0.25684,                0.83609,                0.91605,                0.93727,                0.96668,                0.90857,                0.31231,                0.35241,                0.83941,             5.2873e-05,             5.2873e-05,             5.2873e-05
                    110,                0.24291,                0.22498,                0.81612,                0.91278,                0.93984,                0.96731,                0.90968,                0.31104,                0.34538,                0.83883,             4.0012e-05,             4.0012e-05,             4.0012e-05
